Data Medicao;Hora Medicao;PRECIPITACAO TOTAL, HORARIO(mm);TEMPERATURA MINIMA NA HORA ANT. (AUT)(°C);UMIDADE REL. MAX. NA HORA ANT. (AUT)(%);VENTO, VELOCIDADE HORARIA(m/s)
06/12/2019;1400;0;25,6;79;0,3
06/12/2019;1500;0;27,1;71;2,2
06/12/2019;1600;0;28;66;2,6
06/12/2019;1700;0;29,6;59;3,2
06/12/2019;1800;0;30,1;56;3,3
06/12/2019;1900;0;30,5;54;2,7
06/12/2019;2000;0;30,4;51;1,6
06/12/2019;2100;0;30;50;1,8
06/12/2019;2200;0;27,5;62;0,1
06/12/2019;2300;0;26,6;66;0,6
07/12/2019;0;0;25,1;73;0
07/12/2019;100;0;23,5;82;0
07/12/2019;200;0;23;82;1,6
07/12/2019;300;0;22;83;0,8
07/12/2019;400;0;21,5;84;0,7
07/12/2019;500;0;20,9;86;0,4
07/12/2019;600;0;20,7;86;0,3
07/12/2019;700;0;20,5;85;0,4
07/12/2019;800;0;20;87;0,2
07/12/2019;900;0;19,7;88;0,1
07/12/2019;1000;0;19,8;88;1,1
07/12/2019;1100;0;20,9;82;1,4
07/12/2019;1200;0;22,2;75;1,3
07/12/2019;1300;0;24,6;66;1,7
07/12/2019;1400;0;26,4;62;1,6
07/12/2019;1500;0;28,3;56;1,9
07/12/2019;1600;0;28,8;52;1,7
07/12/2019;1700;0;29,5;49;2
07/12/2019;1800;0;29,4;46;1
07/12/2019;1900;0;29,6;46;2
07/12/2019;2000;0;29,8;43;0,6
07/12/2019;2100;0;29,4;41;2,1
07/12/2019;2200;0;27,5;44;1,5
07/12/2019;2300;0;24,7;60;0,8
08/12/2019;0;0;23,3;68;0,3
08/12/2019;100;0;23;66;1,2
08/12/2019;200;0;22,3;68;0,7
08/12/2019;300;0;21,5;74;2,2
08/12/2019;400;0;20,6;76;0,5
08/12/2019;500;0;19,5;75;0,2
08/12/2019;600;0;18,6;78;0,4
08/12/2019;700;0;18,1;80;0,3
08/12/2019;800;0;17,2;85;0,3
08/12/2019;900;0;16,6;88;0,4
08/12/2019;1000;0;17;85;1,3
08/12/2019;1100;0;20,1;71;1,7
08/12/2019;1200;0;22,8;54;1,7
08/12/2019;1300;0;25,4;47;1,6
08/12/2019;1400;0;27,9;39;2
08/12/2019;1500;0;27,9;37;2,1
08/12/2019;1600;0;30,5;33;2,2
08/12/2019;1700;0;31,6;32;1,7
08/12/2019;1800;0;31,6;34;0,9
08/12/2019;1900;0;32,1;34;1,4
08/12/2019;2000;0;31,8;33;0,8
08/12/2019;2100;0;30,2;34;1,5
08/12/2019;2200;0;28,5;37;1,7
08/12/2019;2300;0;27,4;42;1,3
09/12/2019;0;0;25,3;51;0,9
09/12/2019;100;0;24,1;54;1,7
09/12/2019;200;0;22,8;61;0,7
09/12/2019;300;0;22,1;67;0,8
09/12/2019;400;0;20,9;72;0,2
09/12/2019;500;0;20,2;75;0,9
09/12/2019;600;0;19,7;77;0,1
09/12/2019;700;0;19,3;79;0,2
09/12/2019;800;0;19,4;77;0,7
09/12/2019;900;0;19,2;77;0,9
09/12/2019;1000;0;19,5;77;0,8
09/12/2019;1100;0;20,4;75;0,8
09/12/2019;1200;0;22,4;70;0,7
09/12/2019;1300;0;24,2;64;0,7
09/12/2019;1400;0;25,6;64;0,6
09/12/2019;1500;0;20,1;73;6
09/12/2019;1600;0;20,7;72;3,4
09/12/2019;1700;0;21,6;69;1,5
09/12/2019;1800;0;22,8;70;2,2
09/12/2019;1900;0;22,9;71;2
09/12/2019;2000;0;23,1;70;1,2
09/12/2019;2100;0;23;74;0,8
09/12/2019;2200;0;22,3;79;0,4
09/12/2019;2300;0;22,1;80;0,7
10/12/2019;0;0;22;81;0,3
10/12/2019;100;0;21,8;82;0,4
10/12/2019;200;0;21,7;86;0,9
10/12/2019;300;0;21,6;88;0
10/12/2019;400;0;21,4;88;0
10/12/2019;500;0;21,4;88;1
10/12/2019;600;0;21,3;85;0,7
10/12/2019;700;0;20,6;89;0,1
10/12/2019;800;0;20;91;0,1
10/12/2019;900;0;20;91;0,7
10/12/2019;1000;0;21;88;0,6
10/12/2019;1100;0;22,5;85;0,9
10/12/2019;1200;0;23,7;81;0,9
10/12/2019;1300;0;25,4;78;0,9
10/12/2019;1400;3,4;23,8;90;0,3
10/12/2019;1500;1,4;24,3;91;0,2
10/12/2019;1600;0;25,6;82;1,1
10/12/2019;1700;3,2;24;89;1,1
10/12/2019;1800;0,6;23,9;90;0,7
10/12/2019;1900;0;26;81;0,9
10/12/2019;2000;0,2;26,5;77;0
10/12/2019;2100;0;26,1;77;0,2
10/12/2019;2200;0;23,9;86;0,4
10/12/2019;2300;0;22,9;89;0,5
11/12/2019;0;0;22,4;90;0
11/12/2019;100;0;22;92;0,1
11/12/2019;200;0;21,7;93;0,4
11/12/2019;300;0;21,5;94;0
11/12/2019;400;0;21,5;94;0
11/12/2019;500;0;21,5;94;0,1
11/12/2019;600;0;21,4;94;0,1
11/12/2019;700;0;21,1;95;0,1
11/12/2019;800;0;21,2;95;0
11/12/2019;900;0;21,2;95;0
11/12/2019;1000;0;21,6;95;0,1
11/12/2019;1100;0;22,2;92;1
11/12/2019;1200;0;22,9;89;0,5
11/12/2019;1300;0;24,2;84;0,6
11/12/2019;1400;0;25;81;1,3
11/12/2019;1500;0;25,4;79;0,9
11/12/2019;1600;0,4;24,3;88;0
11/12/2019;1700;2;23,1;92;1,6
11/12/2019;1800;0;23,2;92;0,2
11/12/2019;1900;0;23,1;90;1,6
11/12/2019;2000;0,4;21,5;90;5,5
11/12/2019;2100;0;19,7;85;3,4
11/12/2019;2200;2,6;19,1;92;0,4
11/12/2019;2300;0,8;18,8;94;0
12/12/2019;0;0,6;18,9;94;0,6
12/12/2019;100;0;18,9;94;0,7
12/12/2019;200;0;19,1;94;0,2
12/12/2019;300;0;19;95;0
12/12/2019;400;0;18,9;95;0
12/12/2019;500;0;18,7;95;0
12/12/2019;600;0;18,3;95;0
12/12/2019;700;0;18,3;96;0
12/12/2019;800;0;18,9;95;0
12/12/2019;900;0;19,2;95;0
12/12/2019;1000;0;19,5;95;0
12/12/2019;1100;0;20,4;93;0,4
12/12/2019;1200;0;21,6;90;0
12/12/2019;1300;0;22,3;85;0
12/12/2019;1400;0;24,2;79;1,7
12/12/2019;1500;0,2;26;73;1,4
12/12/2019;1600;0;27,1;68;0,9
12/12/2019;1700;0;27,6;65;1,2
12/12/2019;1800;0;27,8;63;2
12/12/2019;1900;0;28,2;61;2,7
12/12/2019;2000;0;29;57;1,7
12/12/2019;2100;0;28,6;56;0,2
12/12/2019;2200;0;25,3;72;0
12/12/2019;2300;0;24,4;75;0
13/12/2019;0;0;23,6;82;0
13/12/2019;100;0;22,5;85;0
13/12/2019;200;0;22,1;90;0
13/12/2019;300;0;22;91;0
13/12/2019;400;0;21,4;93;0
13/12/2019;500;0;21;94;0
13/12/2019;600;0;20,8;94;0
13/12/2019;700;0;20,7;95;0
13/12/2019;800;0;20,6;95;0
13/12/2019;900;0;20,1;95;0
13/12/2019;1000;0;20,2;95;0
13/12/2019;1100;0;21,8;95;0
13/12/2019;1200;0;23,2;87;0
13/12/2019;1300;0;25,3;80;0,2
13/12/2019;1400;0;27,3;74;0,6
13/12/2019;1500;0;28,6;68;0,3
13/12/2019;1600;0;29,4;66;1,3
13/12/2019;1700;0;30,7;55;0,7
13/12/2019;1800;0;31;55;0,7
13/12/2019;1900;0;31,1;52;1
13/12/2019;2000;0;31,1;49;0,5
13/12/2019;2100;0;28,3;62;2,3
13/12/2019;2200;0;25;71;2,3
13/12/2019;2300;0;23,7;73;3,5
14/12/2019;0;0;22,8;76;1,4
14/12/2019;100;0;22,6;77;1,5
14/12/2019;200;0;22,3;76;2,1
14/12/2019;300;0;21,9;76;1,4
14/12/2019;400;0;21,6;79;1,3
14/12/2019;500;0;21,8;78;1,7
14/12/2019;600;0;21,6;80;0,9
14/12/2019;700;0;21,6;80;0,6
14/12/2019;800;0;21,6;80;1,2
14/12/2019;900;0;21,4;81;0,4
14/12/2019;1000;0;21,5;81;1,8
14/12/2019;1100;0;21,9;82;1,3
14/12/2019;1200;0,8;21,6;88;0,3
14/12/2019;1300;0,2;22;87;1,3
14/12/2019;1400;0;23,7;81;1,4
14/12/2019;1500;0;24,5;77;1,2
14/12/2019;1600;0;25,4;74;0,7
14/12/2019;1700;0;26,8;71;0,7
14/12/2019;1800;0;25,5;79;0,3
14/12/2019;1900;0;25,6;79;1,4
14/12/2019;2000;0;26,4;75;1,3
14/12/2019;2100;0;27;72;1,9
14/12/2019;2200;0;26,3;71;0,7
14/12/2019;2300;0;25,8;74;1,4
15/12/2019;0;0;24,8;75;2
15/12/2019;100;0;24,3;76;1
15/12/2019;200;0;23,6;80;0,6
15/12/2019;300;0;23,2;80;0,8
15/12/2019;400;0;22,7;82;0,7
15/12/2019;500;0;22,5;85;0,7
15/12/2019;600;0;22;87;0
15/12/2019;700;0;21,9;88;0,1
15/12/2019;800;0;21,6;89;0,1
15/12/2019;900;0,2;21,3;91;0,2
15/12/2019;1000;0,2;21,2;92;0,1
15/12/2019;1100;0;21,8;90;0,2
15/12/2019;1200;0;23,8;83;0,4
15/12/2019;1300;0;25,2;75;0,1
15/12/2019;1400;0;26;71;0,8
15/12/2019;1500;0;27,5;69;1,6
15/12/2019;1600;0;28,2;64;0,9
15/12/2019;1700;0;28,1;65;1
15/12/2019;1800;0;28,6;65;0,2
15/12/2019;1900;0;29,2;64;0,2
15/12/2019;2000;0;29,8;59;0,5
15/12/2019;2100;0;26,9;76;0
15/12/2019;2200;0;26,9;77;0
15/12/2019;2300;0;26,2;76;0
16/12/2019;0;0;25,6;80;0
16/12/2019;100;0;25;82;0
16/12/2019;200;0;24,5;87;0
16/12/2019;300;0;24,1;87;0
16/12/2019;400;0;23,9;89;0
16/12/2019;500;0;23,4;90;0
16/12/2019;600;0;23,1;90;0
16/12/2019;700;0;23;91;0
16/12/2019;800;0;23;90;0
16/12/2019;900;0;22,7;91;0
16/12/2019;1000;0;22,9;91;0,1
16/12/2019;1100;0;24,4;86;0
16/12/2019;1200;0;26,2;79;0
16/12/2019;1300;0;28,1;71;0
16/12/2019;1400;0;26,8;76;3,4
16/12/2019;1500;0;24,5;77;3,8
16/12/2019;1600;5,8;21,2;92;3,7
16/12/2019;1700;1,6;21,1;93;2,5
16/12/2019;1800;0;22,5;91;1,5
16/12/2019;1900;0;24,8;75;0,9
16/12/2019;2000;0;25;75;0,9
16/12/2019;2100;0,2;24,7;77;1,1
16/12/2019;2200;0;23,9;77;1,2
16/12/2019;2300;0;23,4;80;4
17/12/2019;0;0;21,5;87;1,8
17/12/2019;100;1,8;20,5;92;2,4
17/12/2019;200;2,2;20,2;94;2
17/12/2019;300;0,2;20,1;94;0,2
17/12/2019;400;0;20,1;94;0,6
17/12/2019;500;0;19,8;95;0
17/12/2019;600;0;19,7;95;0,3
17/12/2019;700;0,2;19,8;95;0,5
17/12/2019;800;0;19,8;95;0
17/12/2019;900;0;19,8;95;1
17/12/2019;1000;0;20,2;95;0,8
17/12/2019;1100;0;21;94;0,7
17/12/2019;1200;0;23,1;86;0,6
17/12/2019;1300;0;24,3;82;0,6
17/12/2019;1400;0;26,2;71;1
17/12/2019;1500;0;26,8;69;1
17/12/2019;1600;0,2;26,1;74;2
17/12/2019;1700;0;26;75;2
17/12/2019;1800;0;25,5;75;2,8
17/12/2019;1900;0;24,9;76;2,1
17/12/2019;2000;0;24,8;75;2,2
17/12/2019;2100;0;24,4;75;2,5
17/12/2019;2200;0;22,9;81;1,1
17/12/2019;2300;0;22,5;82;0,9
18/12/2019;0;0;21,8;89;1
18/12/2019;100;0;21,5;91;0
18/12/2019;200;0,2;21,5;92;0,7
18/12/2019;300;0;21,2;93;0,1
18/12/2019;400;0;20,9;93;0,4
18/12/2019;500;0,2;20,6;93;0,3
18/12/2019;600;0;20,5;93;0,1
18/12/2019;700;0;20,2;93;0
18/12/2019;800;0;20;94;0
18/12/2019;900;0;20,2;94;0
18/12/2019;1000;0;20,5;94;0
18/12/2019;1100;0;21,3;91;0,2
18/12/2019;1200;0;22;87;1,1
18/12/2019;1300;0;23,7;80;1,2
18/12/2019;1400;0;24,1;77;1
18/12/2019;1500;0;24,7;75;0,9
18/12/2019;1600;0;25,2;75;1,2
18/12/2019;1700;0;25,5;74;1,3
18/12/2019;1800;0;26;70;1,7
18/12/2019;1900;0;25,5;69;1,5
18/12/2019;2000;0;25,5;68;2,1
18/12/2019;2100;0;24,7;69;1,9
18/12/2019;2200;0;23,5;73;2
18/12/2019;2300;0;23;74;1,3
19/12/2019;0;0;22,3;75;1,4
19/12/2019;100;0;21,4;77;1,7
19/12/2019;200;0;21;79;2,2
19/12/2019;300;0;21,1;78;1,7
19/12/2019;400;0;20,9;80;0,9
19/12/2019;500;0;20,4;83;0,7
19/12/2019;600;0;20,2;83;0,8
19/12/2019;700;0;19,9;85;1
19/12/2019;800;0;19,5;87;0,9
19/12/2019;900;0;19,6;86;1
19/12/2019;1000;0;20;86;1,3
19/12/2019;1100;0;21,2;81;2
19/12/2019;1200;0;22,7;75;2,3
19/12/2019;1300;0;24,8;69;1,9
19/12/2019;1400;0;26,4;66;1,8
19/12/2019;1500;0;27,7;63;1,1
19/12/2019;1600;0;28,5;60;2
19/12/2019;1700;0;28,5;58;1,2
19/12/2019;1800;0;26,4;66;2
19/12/2019;1900;0;26;71;0,8
19/12/2019;2000;0;26,9;73;1,6
19/12/2019;2100;0;25,2;73;0,5
19/12/2019;2200;0;24,2;80;0,6
19/12/2019;2300;0;23,1;85;0,7
20/12/2019;0;0;22,9;88;0,6
20/12/2019;100;0;22,6;88;1,1
20/12/2019;200;0;22,2;91;0,2
20/12/2019;300;0;21,8;92;0
20/12/2019;400;0;21,8;92;0,2
20/12/2019;500;0;21,3;90;0,2
20/12/2019;600;0;20,6;93;0
20/12/2019;700;0;20,2;93;0
20/12/2019;800;0;20,2;93;0,1
20/12/2019;900;0;19,9;94;0
20/12/2019;1000;0;20,2;94;0,1
20/12/2019;1100;0;21,9;88;0,6
20/12/2019;1200;0;24,3;79;0,8
20/12/2019;1300;0;26;72;0,7
20/12/2019;1400;0;27,6;67;1,4
20/12/2019;1500;0;28,8;62;0,9
20/12/2019;1600;4,6;20,9;89;1
20/12/2019;1700;1,8;21,8;91;0,1
20/12/2019;1800;0,6;23,3;92;0,7
20/12/2019;1900;0;24,2;84;0,1
20/12/2019;2000;0,4;23,2;90;0
20/12/2019;2100;0,2;24,2;89;0
20/12/2019;2200;0;24,2;86;0
20/12/2019;2300;0;23,6;86;0
21/12/2019;0;0;22,8;90;0
21/12/2019;100;0;22,6;91;0,1
21/12/2019;200;0;22,2;92;0
21/12/2019;300;0;21,7;93;0
21/12/2019;400;6,8;20,5;94;4,5
21/12/2019;500;15,6;18,9;96;0,6
21/12/2019;600;1,2;19,2;96;0,7
21/12/2019;700;1,4;19,3;96;0,8
21/12/2019;800;0,2;19,3;96;0
21/12/2019;900;0;19,3;96;0
21/12/2019;1000;0;19,3;96;0
21/12/2019;1100;0;19,9;96;0,1
21/12/2019;1200;1,6;22;92;0
21/12/2019;1300;0;22;91;0,3
21/12/2019;1400;0;24,3;84;1,8
21/12/2019;1500;0;25,9;78;0,8
21/12/2019;1600;0;27,4;72;1,3
21/12/2019;1700;0;28,3;65;1,1
21/12/2019;1800;0;23,9;79;1,2
21/12/2019;1900;0;24,3;77;1
21/12/2019;2000;0;25,8;75;0
21/12/2019;2100;0;25,6;77;0,1
21/12/2019;2200;0;21,3;89;0,7
21/12/2019;2300;0,2;21,1;92;0,2
22/12/2019;0;0;20,8;92;0,3
22/12/2019;100;0;20,9;92;0
22/12/2019;200;0,2;20,3;94;0
22/12/2019;300;0;20;95;0
22/12/2019;400;0;20,3;95;0
22/12/2019;500;0;20,6;95;0
22/12/2019;600;0;20,5;95;0
22/12/2019;700;0;20,3;94;0
22/12/2019;800;0;20,4;93;0
22/12/2019;900;0;20,5;93;0
22/12/2019;1000;0;20,7;92;0
22/12/2019;1100;0;21,3;91;0,2
22/12/2019;1200;0,2;21,5;93;0,1
22/12/2019;1300;0;22,3;91;1,5
22/12/2019;1400;0,2;23,1;88;0,4
22/12/2019;1500;0;23,7;86;1,1
22/12/2019;1600;5,4;22,2;90;0,4
22/12/2019;1700;17,2;20,7;94;0,3
22/12/2019;1800;0;21,5;93;0,3
22/12/2019;1900;0;22,8;87;0,1
22/12/2019;2000;0;22,9;85;0
22/12/2019;2100;0;22,5;87;0
22/12/2019;2200;0;22,1;90;0
22/12/2019;2300;0;21,2;93;0
23/12/2019;0;0;20,7;94;0
23/12/2019;100;0;20,4;95;0
23/12/2019;200;0;20,1;95;0
23/12/2019;300;0;19,7;96;0
23/12/2019;400;0;19,6;96;0
23/12/2019;500;0;19,5;96;0
23/12/2019;600;0;19,8;96;0
23/12/2019;700;0;19,7;96;0
23/12/2019;800;0,2;19,7;96;0
23/12/2019;900;0;19,6;96;0
23/12/2019;1000;0;20;96;0,2
23/12/2019;1100;0;20,2;96;0,1
23/12/2019;1200;0;20,9;96;0
23/12/2019;1300;0;22,8;95;0,4
23/12/2019;1400;0;24,8;80;0,8
23/12/2019;1500;0;26,6;71;1
23/12/2019;1600;0;27,2;68;1,1
23/12/2019;1700;0;28,9;61;1,3
23/12/2019;1800;0;29,9;54;2,8
23/12/2019;1900;0;30;48;2,1
23/12/2019;2000;0;29,4;49;1,3
23/12/2019;2100;0;29,1;55;0,7
23/12/2019;2200;0;26,5;65;0
23/12/2019;2300;0;24,7;73;0
24/12/2019;0;0;23,9;75;0,2
24/12/2019;100;0;22,9;86;0,2
24/12/2019;200;0;22,8;87;0,4
24/12/2019;300;0;22,6;88;0,1
24/12/2019;400;0;20,3;89;0,3
24/12/2019;500;0;19,8;85;0,2
24/12/2019;600;0;19,5;90;0
24/12/2019;700;0;19,1;92;0
24/12/2019;800;0;18,3;93;0
24/12/2019;900;0;18,2;94;0
24/12/2019;1000;0;18,3;94;0,3
24/12/2019;1100;0;20,3;90;1
24/12/2019;1200;0;23,2;79;1,3
24/12/2019;1300;0;24,5;70;1,3
24/12/2019;1400;0;26,4;64;1,1
24/12/2019;1500;0;27,1;62;1,4
24/12/2019;1600;0;27,9;60;0,7
24/12/2019;1700;0;28,1;58;1,3
24/12/2019;1800;0;29,2;51;0,2
24/12/2019;1900;0;29,1;52;1,1
24/12/2019;2000;0;29,1;55;0
24/12/2019;2100;0;28,2;59;0,4
24/12/2019;2200;0;27,8;55;0,3
24/12/2019;2300;0;26,3;61;0,1
25/12/2019;0;0;24,1;74;0
25/12/2019;100;0;22,6;83;0,1
25/12/2019;200;0;21,7;86;0
25/12/2019;300;0;21,2;88;0,2
25/12/2019;400;0;21;88;0,1
25/12/2019;500;0;20,3;91;0
25/12/2019;600;0;19,7;93;0
25/12/2019;700;0;19,4;94;0
25/12/2019;800;0;19,1;94;0
25/12/2019;900;0;18,9;95;0,1
25/12/2019;1000;0;19,1;95;0,3
25/12/2019;1100;0;21,2;93;0,6
25/12/2019;1200;0;23,9;76;0,9
25/12/2019;1300;0;26,1;69;1,3
25/12/2019;1400;0;28;62;1,3
25/12/2019;1500;0;30,2;55;1,5
25/12/2019;1600;0;30,5;51;1,2
25/12/2019;1700;0;32,6;41;2,1
25/12/2019;1800;0;33,3;35;0,8
25/12/2019;1900;0;33,3;34;1,8
25/12/2019;2000;0;32,6;34;1,7
25/12/2019;2100;0;31,6;37;2
25/12/2019;2200;0;29,6;45;0,9
25/12/2019;2300;0;27,8;47;0,1
26/12/2019;0;0;25,1;59;0
26/12/2019;100;0;23,4;70;0
26/12/2019;200;0;22,2;78;0
26/12/2019;300;0;21,3;85;0
26/12/2019;400;0;20,5;86;0
26/12/2019;500;0;19,5;88;0
26/12/2019;600;0;19,3;91;0,4
26/12/2019;700;0;19,1;92;0,1
26/12/2019;800;0;19;94;0
26/12/2019;900;0;19,1;93;0
26/12/2019;1000;0;19,3;94;0,3
26/12/2019;1100;0;21,7;90;1,1
26/12/2019;1200;0;24,8;75;1,9
26/12/2019;1300;0;27,8;58;0,7
26/12/2019;1400;0;30,1;51;1,3
26/12/2019;1500;0;31,6;47;0,9
26/12/2019;1600;0;31,9;40;1,8
26/12/2019;1700;0;32,4;34;0,9
26/12/2019;1800;0;31,9;40;1
26/12/2019;1900;0;32;36;2,2
26/12/2019;2000;0;32,2;32;2,7
26/12/2019;2100;0;32,1;34;1,8
26/12/2019;2200;0;30,1;39;1,3
26/12/2019;2300;0;28,7;43;0,8
27/12/2019;0;0;27;52;0,7
27/12/2019;100;0;24;66;0,2
27/12/2019;200;0;23,7;68;0,1
27/12/2019;300;0;22,6;73;0,3
27/12/2019;400;0;22,3;75;0,7
27/12/2019;500;0;20,7;85;0,8
27/12/2019;600;0;20,3;85;0,9
27/12/2019;700;0;19,9;84;0,2
27/12/2019;800;0;19,8;81;0,8
27/12/2019;900;0;19,2;81;1
27/12/2019;1000;0;19,2;81;0,1
27/12/2019;1100;0;20,9;79;3,3
27/12/2019;1200;0;22,8;69;2,5
27/12/2019;1300;0;24,6;61;2,9
27/12/2019;1400;0;27,3;53;2
27/12/2019;1500;0;28,9;50;1,6
27/12/2019;1600;0;30,6;47;1,6
27/12/2019;1700;0;31,4;45;1,7
27/12/2019;1800;0;32,5;40;1,5
27/12/2019;1900;0;32,5;39;1,5
27/12/2019;2000;0;32,4;36;1,1
27/12/2019;2100;0;31,5;39;1,9
27/12/2019;2200;0;29,5;45;0,7
27/12/2019;2300;0;28,2;53;1,2
28/12/2019;0;0;26,8;59;1,8
28/12/2019;100;0;25,6;64;1,5
28/12/2019;200;0;24,3;67;2,3
28/12/2019;300;0;22,8;75;0,5
28/12/2019;400;0;22,3;77;1,2
28/12/2019;500;0;21,8;80;0,8
28/12/2019;600;0;21,2;82;0,5
28/12/2019;700;0;20,9;83;0,5
28/12/2019;800;0;20,8;82;0,6
28/12/2019;900;0;20,6;83;0,5
28/12/2019;1000;0;20,7;83;0,5
28/12/2019;1100;0;22,5;77;2,5
28/12/2019;1200;0;24,8;68;2,2
28/12/2019;1300;0;26,3;66;2
28/12/2019;1400;0;27,9;62;1,2
28/12/2019;1500;0;28,7;62;0,8
28/12/2019;1600;0;30,8;56;1,2
28/12/2019;1700;0;30,8;54;1,2
28/12/2019;1800;0;32,1;50;0,3
28/12/2019;1900;0;32,1;51;0,9
28/12/2019;2000;0;30,9;59;0,6
28/12/2019;2100;0;31,3;57;0
28/12/2019;2200;0;29,1;64;0
28/12/2019;2300;0;27,4;72;0,1
29/12/2019;0;0;26,9;69;0
29/12/2019;100;0;25,9;71;0
29/12/2019;200;0;24,4;79;0,7
29/12/2019;300;0;24,7;80;0,5
29/12/2019;400;0;23,4;84;0,4
29/12/2019;500;0;22,8;86;0,7
29/12/2019;600;0;22;86;0,8
29/12/2019;700;0;21,5;85;1,8
29/12/2019;800;0;21,1;85;0,3
29/12/2019;900;0;20,9;88;0,1
29/12/2019;1000;0;20,9;89;0,5
29/12/2019;1100;0;22,4;83;0,9
29/12/2019;1200;0;25;73;1,3
29/12/2019;1300;0;27,3;63;1
29/12/2019;1400;0;28,2;60;1
29/12/2019;1500;0;30,5;52;2,1
29/12/2019;1600;0;31,3;50;1,4
29/12/2019;1700;0;31,9;46;2,1
29/12/2019;1800;0;32,5;43;2,6
29/12/2019;1900;0;31,6;46;2,9
29/12/2019;2000;0;32,5;43;1,5
29/12/2019;2100;0;32;44;1,2
29/12/2019;2200;0;29,8;49;0,6
29/12/2019;2300;0;29,1;50;0,2
30/12/2019;0;0;27,3;61;0
30/12/2019;100;0;26,6;62;0,6
30/12/2019;200;0;25;67;0,9
30/12/2019;300;0;24,2;71;1,6
30/12/2019;400;0;23,2;75;2,3
30/12/2019;500;0;22;80;0,2
30/12/2019;600;0;21,4;83;1,1
30/12/2019;700;0;21,1;81;1,1
30/12/2019;800;0;21,1;79;1,4
30/12/2019;900;0;20,4;80;0
30/12/2019;1000;0;20,5;80;0,9
30/12/2019;1100;0;22,5;75;1,1
30/12/2019;1200;0;25;67;1,6
30/12/2019;1300;0;26,7;62;1,6
30/12/2019;1400;0;28;59;1,5
30/12/2019;1500;0;29,8;53;1
30/12/2019;1600;0;30,9;49;1,2
30/12/2019;1700;0;32,1;40;1,7
30/12/2019;1800;0;32,8;36;1,2
30/12/2019;1900;0;31,7;41;0,9
30/12/2019;2000;0;30,8;49;1,2
30/12/2019;2100;0;32,3;39;1,2
30/12/2019;2200;0;29,6;44;0,6
30/12/2019;2300;0;27,5;58;0
31/12/2019;0;0;26,1;64;0
31/12/2019;100;0;25;71;0
31/12/2019;200;0;24,1;75;0,8
31/12/2019;300;0;24,8;76;0,7
31/12/2019;400;0;23,4;81;0,4
31/12/2019;500;0;23,4;82;0,5
31/12/2019;600;0;23;83;0,2
31/12/2019;700;0;22,5;84;0,2
31/12/2019;800;0;21,7;87;0,1
31/12/2019;900;0;21,3;88;0,1
31/12/2019;1000;0;21,4;86;0,8
31/12/2019;1100;0;23,2;78;1,5
31/12/2019;1200;0;25,8;68;1,2
31/12/2019;1300;0;27,5;64;0,9
31/12/2019;1400;0;29,8;57;0,5
31/12/2019;1500;0;31,5;53;0,8
31/12/2019;1600;0;33,1;48;1,3
31/12/2019;1700;0;33,8;39;1,9
31/12/2019;1800;0;34,3;38;1,7
31/12/2019;1900;0;34,4;34;1,4
31/12/2019;2000;0;34;36;1,8
31/12/2019;2100;0;33,3;36;1,1
31/12/2019;2200;0;29,7;50;0
31/12/2019;2300;0;27,8;56;0
01/01/2020;0;0;27,5;56;0
01/01/2020;100;0;25,7;67;0,7
01/01/2020;200;0;24,6;75;0
01/01/2020;300;0;23,4;80;0
01/01/2020;400;0;22,9;82;0
01/01/2020;500;0;22,5;84;0
01/01/2020;600;0;21,6;86;0
01/01/2020;700;0;21,5;89;0,2
01/01/2020;800;0;21;90;0
01/01/2020;900;0;20,8;90;0,2
01/01/2020;1000;0;21,1;90;0
01/01/2020;1100;0;22,8;84;0,3
01/01/2020;1200;0;26,4;72;0,3
01/01/2020;1300;0;28,5;66;0,6
01/01/2020;1400;0;29,6;63;2,3
01/01/2020;1500;0;31,1;57;1,5
01/01/2020;1600;0;33,1;49;1,8
01/01/2020;1700;0;33,3;48;1,9
01/01/2020;1800;0;32,2;49;1,9
01/01/2020;1900;0;28,4;58;4,5
01/01/2020;2000;0;28,2;61;0,5
01/01/2020;2100;0;28,5;63;0,8
01/01/2020;2200;0;27,4;68;0,4
01/01/2020;2300;0;26;70;1,7
02/01/2020;0;0;25,3;74;0,3
02/01/2020;100;0;24,5;77;0
02/01/2020;200;0;23,9;79;0
02/01/2020;300;0;23,4;82;0
02/01/2020;400;0;23,3;84;0,2
02/01/2020;500;0;22,9;87;0
02/01/2020;600;0;22,3;90;0
02/01/2020;700;0;22,2;91;0
02/01/2020;800;0;22,2;91;0,1
02/01/2020;900;0;22,3;91;0
02/01/2020;1000;0;22,3;91;0,3
02/01/2020;1100;0;23,2;87;0,8
02/01/2020;1200;0;26,5;74;0,5
02/01/2020;1300;0;27,6;68;1,7
02/01/2020;1400;0;28,4;66;1,3
02/01/2020;1500;0;30,8;60;1,6
02/01/2020;1600;0;30;60;2,2
02/01/2020;1700;0;28,9;61;2,2
02/01/2020;1800;2,4;21,8;91;2,3
02/01/2020;1900;0;22,1;93;0,3
02/01/2020;2000;0;25,6;80;1,4
02/01/2020;2100;0;25,5;81;0
02/01/2020;2200;0;25,3;84;0
02/01/2020;2300;0;24,8;86;0,5
03/01/2020;0;0;23,9;83;1,2
03/01/2020;100;0;23,6;83;0,3
03/01/2020;200;0;22,6;89;0
03/01/2020;300;0;22,7;88;1,1
