codigo_ibge;nome;latitude;longitude;capital;codigo_uf;siafi_id;ddd;fuso_horario
3553401;Tanabi;-20.6228;-49.6563;0;35;7169;17;America/Sao_Paulo
3553500;Tapiraí;-23.9612;-47.5062;0;35;7171;15;America/Sao_Paulo
3553609;Tapiratiba;-21.4713;-46.7448;0;35;7173;19;America/Sao_Paulo
3553658;Taquaral;-21.0737;-48.4126;0;35;824;16;America/Sao_Paulo
3553708;Taquaritinga;-21.4049;-48.5103;0;35;7175;16;America/Sao_Paulo
3553807;Taquarituba;-23.5307;-49.241;0;35;7177;14;America/Sao_Paulo
3553856;Taquarivaí;-23.9211;-48.6948;0;35;3063;15;America/Sao_Paulo
3553906;Tarabai;-22.3016;-51.5621;0;35;7179;18;America/Sao_Paulo
3553955;Tarumã;-22.7429;-50.5786;0;35;7267;18;America/Sao_Paulo
3554003;Tatuí;-23.3487;-47.8461;0;35;7181;15;America/Sao_Paulo
3554102;Taubaté;-23.0104;-45.5593;0;35;7183;12;America/Sao_Paulo
3554201;Tejupá;-23.3425;-49.3722;0;35;7185;14;America/Sao_Paulo
3554300;Teodoro Sampaio;-22.5299;-52.1682;0;35;7187;18;America/Sao_Paulo
3554409;Terra Roxa;-20.787;-48.3314;0;35;7189;17;America/Sao_Paulo
3554508;Tietê;-23.1101;-47.7164;0;35;7191;15;America/Sao_Paulo
3554607;Timburi;-23.2057;-49.6096;0;35;7193;14;America/Sao_Paulo
3554656;Torre de Pedra;-23.2462;-48.1955;0;35;3227;15;America/Sao_Paulo
3554706;Torrinha;-22.4237;-48.1731;0;35;7195;14;America/Sao_Paulo
3554755;Trabiju;-22.0388;-48.3342;0;35;826;16;America/Sao_Paulo
3554805;Tremembé;-22.9571;-45.5475;0;35;7197;12;America/Sao_Paulo
3554904;Três Fronteiras;-20.2344;-50.8905;0;35;7199;17;America/Sao_Paulo
3554953;Tuiuti;-22.8193;-46.6937;0;35;2955;11;America/Sao_Paulo
3555000;Tupã;-21.9335;-50.5191;0;35;7201;14;America/Sao_Paulo
3555109;Tupi Paulista;-21.3825;-51.575;0;35;7203;18;America/Sao_Paulo
3555208;Turiúba;-20.9428;-50.1135;0;35;7205;18;America/Sao_Paulo
3555307;Turmalina;-20.0486;-50.4792;0;35;7207;17;America/Sao_Paulo
3555356;Ubarana;-21.165;-49.7198;0;35;2971;17;America/Sao_Paulo
3555406;Ubatuba;-23.4332;-45.0834;0;35;7209;12;America/Sao_Paulo
3555505;Ubirajara;-22.5272;-49.6613;0;35;7211;14;America/Sao_Paulo
3555604;Uchoa;-20.9511;-49.1713;0;35;7213;17;America/Sao_Paulo
3555703;União Paulista;-20.8862;-49.9025;0;35;7215;17;America/Sao_Paulo
3555802;Urânia;-20.2455;-50.6455;0;35;7217;17;America/Sao_Paulo
3555901;Uru;-21.7866;-49.2848;0;35;7219;14;America/Sao_Paulo
3556008;Urupês;-21.2032;-49.2931;0;35;7221;17;America/Sao_Paulo
3556107;Valentim Gentil;-20.4217;-50.0889;0;35;7223;17;America/Sao_Paulo
3556206;Valinhos;-22.9698;-46.9974;0;35;7225;19;America/Sao_Paulo
3556305;Valparaíso;-21.2229;-50.8699;0;35;7227;18;America/Sao_Paulo
3556354;Vargem;-22.887;-46.4124;0;35;2957;11;America/Sao_Paulo
3556404;Vargem Grande do Sul;-21.8322;-46.8913;0;35;7231;19;America/Sao_Paulo
3556453;Vargem Grande Paulista;-23.5993;-47.022;0;35;7273;11;America/Sao_Paulo
3556503;Várzea Paulista;-23.2136;-46.8234;0;35;7233;11;America/Sao_Paulo
3556602;Vera Cruz;-22.2183;-49.8207;0;35;7235;14;America/Sao_Paulo
3556701;Vinhedo;-23.0302;-46.9833;0;35;7237;19;America/Sao_Paulo
3556800;Viradouro;-20.8734;-48.293;0;35;7239;17;America/Sao_Paulo
3556909;Vista Alegre do Alto;-21.1692;-48.6284;0;35;7241;16;America/Sao_Paulo
3556958;Vitória Brasil;-20.1956;-50.4875;0;35;828;17;America/Sao_Paulo
3557006;Votorantim;-23.5446;-47.4388;0;35;7243;15;America/Sao_Paulo
3557105;Votuporanga;-20.4237;-49.9781;0;35;7245;17;America/Sao_Paulo
3557154;Zacarias;-21.0506;-50.0552;0;35;2973;18;America/Sao_Paulo
